,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4,NCBSuper_S1,NCBSuper_S2,NCBSuper_S3,NCBEV_S1,NCBEV_S2,NCBEV_S2,NCBExomere_S1,NCBExomere_S2,NCBExomere_S3
SLC39A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.748636129,1.185956953,0,0,0
SLC39A10,2.801126798,2.931662233,2.754024153,3.109978656,3.527408274,3.176707196,3.882525857,3.904682107,3.401423861,0.96708259,0,0.956200116,0.970922069,1.618677671,1.589786044,1.021139762,0.963485218,1.03574445,0,1.05142317,0,0,0.90705003,0.958592587,0.916958742,1,0,0,1.931003366,0,0,0,0,0,0,0,0,0,2.151774346,2.5628543,3.22388253,2.422279928,3.384274956,3.781509294,1.588954437,1.395685978,1.643015738
SLC39A14,1.994551864,1.533191662,1.791837015,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,2.072868086,2.064647663,2.383995806,2.474606879,3.385355532,2.886554086,3.309356743,2.7307681,0,0,0,0,0,0,0,2.768410014,3.014573476,3.112842797,0,0.860421079,0
SLC39A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,3.005940259,2.823248847,0,2.069533795,1.989531496,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A6,1.994551864,2.259576362,0.864613417,0,0.968891745,0,0.894759661,0.9499485,0.90279184,0,0,0,0.970922069,0,1.003619168,1.021139762,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,1.333072201,2.053047961,0,0,1.933211842,0,0,0,0,0,0,0,2.768410014,3.211234304,2.88278249,0,0,0
SLC3A2,4.800346389,4.679497284,4.252380623,1.540237874,1.953082406,1.880020556,3.261982234,3.606636986,3.141943704,3.937650566,3.144111598,4.086043188,0.970922069,1.618677671,2.005425354,3.739228165,3.517296477,3.649832041,2.476571387,2.403347751,2.246490367,2.9563868,3.728236298,3.729484261,3.926957113,4.087462841,5.989612189,5.784409903,5.729124655,5.759648852,5.592375272,5.613609779,5.509892249,5.526842447,3.581002772,0,0,0,1.249442867,1.264537373,1.625618656,5.222448567,5.186108703,5.428936459,2.120082319,2.559102357,1.937685898
SLC43A1,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.931003366,1.333072201,2.053047961,0,0,0,0,0,0,0,0,0,0,2.422279928,2.182886454,2.270656823,0,0,0
SLC43A2,0.996370196,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,3.163224167,3.439119207,2.823248847,0,2.069533795,0,0,0,0,0,0,0,0,0,1.294777441,1.124462919,1.827934899,0,0.860421079,0
SLC44A1,4.693451201,4.731858388,4.188866565,0,0,0,0,0,0,3.844824317,2.164986415,3.618510617,0,0,0,0,0,0,2.145448836,1.653127323,2.246490367,3.18810514,0,0,0,0,5.66425377,5.698582098,5.803678067,5.759648852,5.683614583,5.613609779,5.686734793,5.234485315,4.519429818,0,0,0,0,0,0,5.525290115,5.555446336,5.735545067,2.120082319,2.746092798,1.643015738
SLC44A2,3.693731392,4.247579354,2.754024153,0,0,0,0,0,0,2.529675346,0,1.933791208,0,0,0,0,0,0,0,0,1.806054709,1.234105921,0,0,0,0,4.551550277,4.726097906,4.932563547,4.900544903,4.711414598,5.043305171,4.94067428,4.557799622,2.69678497,0,0,0,0,0,0,4.51101708,5.038501996,4.656937282,0.739362081,0.860421079,0.772077092
SLC44A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,2.383995806,2.474606879,0,0,0,0,0,0,0,0,0,0,0,1.965981088,1.748636129,1.827934899,0,0,0
SLC4A7,0.996370196,0.961347078,0,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,2.88100595,3.439119207,2.474606879,2.867824406,0,1.989531496,0,0,0,0,0,0,0,0,1.965981088,1.748636129,1.827934899,0,0,0
SLC50A1,0,0,1.401468483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,0,1.266997295,1.333072201,0,0,2.795384697,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A2,0.996370196,1.533191662,2.098758683,0,0,0,0,0,0,1.540903575,0,1.933791208,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,2.89033867,2.529815193,2.383995806,2.474606879,3.385355532,3.404975348,3.687544579,2.7307681,2.69678497,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A3,0,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383995806,2.013916734,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.748636129,1.827934899,0,0,0
SLC5A6,2.316116017,1.941625202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090524219,3.601888181,3.913226003,3.717549031,3.76545739,0,3.309356743,3.617789703,0,0,0,0,0,0,0,3.482040271,3.538765735,3.311212162,0,0,0
SLC6A6,2.316116017,2.519953374,1.791837015,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,2.383995806,2.013916734,3.385355532,2.069533795,2.795384697,2.7307681,0,0,0,0,0,0,0,3.482040271,3.014573476,3.311212162,0,0,0
SLC6A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.163224167,3.005940259,3.103821595,3.385355532,0,1.989531496,1.933211842,0,0,0,0,0,0,0,2.422279928,2.182886454,1.185956953,0,0,0
SLC6A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748636129,1.827934899,0,0,0
SLC7A1,2.993641837,3.100475979,2.754024153,0.966587184,0,0,0,0,0,1.540903575,1.455392216,1.933791208,0,0,0,0,0,0,0,0,1.168913826,1.234105921,0,0,0,0,3.789613418,3.937808665,4.269468584,4.017375043,4.06601068,4.086405932,3.986902457,3.617789703,2.69678497,0,0,0,0,0,0,3.281008069,4.030569839,3.485573737,0,0,0
SLC7A5,2.578907744,2.259576362,1.791837015,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,3.408938331,3.399164795,3.005940259,3.103821595,3.76545739,2.069533795,1.989531496,0,0,0,0,0,0,0,0,2.768410014,2.786809276,2.270656823,0,0.860421079,0
SLC7A8,1.994551864,2.259576362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422279928,2.516220617,2.88278249,0,0,0
SLC9A3R1,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,2.013916734,0,0,0,0,0,0,0,0,1.249442867,0,1.257310231,1.294777441,1.748636129,1.185956953,0,0.860421079,0
SLCO2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.064647663,3.439119207,2.823248847,3.385355532,2.069533795,1.989531496,0,0,0,0,0,0,0,0,1.294777441,2.182886454,1.827934899,0,0,0
SLCO3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,2.072868086,3.163224167,2.728226634,3.103821595,3.385355532,2.069533795,2.795384697,3.241403097,0,0,0,0,0,0,0,1.294777441,1.748636129,1.827934899,0,0,0
SLCO4A1,1.58012073,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,0,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLPI,0,0,0,0,0,0,2.621946525,2.240990417,1.851615862,0,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69678497,4.272170993,4.408026318,3.475828426,0,0,0,0,0,0,0,0,0
SMAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529484238,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0.860421079,0.772077092
SMARCA5,0.996370196,0.961347078,2.098758683,0,0,1.47881758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882341,0.860421079,0.772077092
SMARCB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257310231,0,0,0,0.739362081,1.785217586,2.182257962
SMARCC1,1.58012073,1.533191662,2.098758683,2.528836668,2.271827737,3.312666648,2.810463839,1.924256156,2.419108186,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0,0.916958742,1.584962501,0,0,0,0,0,0,0,0,2.69678497,0,3.474430172,2.600000002,0,1.927897643,1.9187651,0,0,0,3.175245132,2.911604374,3.350560448
SMARCC2,0.996370196,0,0,0.966587184,1.953082406,2.193583806,0.894759661,1.924256156,1.453839514,0,0.903929473,0,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0.958592587,0,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,1.63401345,1.9187651,0,0,0,2.326717095,2.34421514,3.135041216
SMARCD2,2.578907744,2.519953374,2.754024153,2.528836668,1.953082406,2.451014583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.120082319,2.34421514,2.573880245
SMARCE1,0,0,0.864613417,0.966587184,1.543333959,1.47881758,0,0,0.90279184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882341,0.860421079,0
SMC1A,3.993186609,3.833879792,4.371589565,4.74220736,4.583523545,5.090143659,3.795922944,3.812010579,4.392499739,1.950337883,1.455392216,2.251195448,0,1.025359956,1.003619168,1.61308057,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.073923301,4.038042552,3.680236507,1.294777441,0,0,5.162320824,5.139709406,5.068474223
SMC2,2.316116017,2.740444656,2.098758683,2.268089723,1.543333959,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168913826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.374639589,3.06006698,2.735914953
SMC3,4.636878881,4.56870409,5.181763407,5.291621636,5.186716361,5.426239515,3.964223206,4.426243371,4.712636366,2.529675346,2.638521785,1.933791208,0,0,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.800183965,4.507082585,4.495227883,2.422279928,1.124462919,1.185956953,5.215275738,5.035938698,5.487970367
SMC4,3.693731392,3.513288396,3.439652425,2.528836668,2.532736393,2.451014583,0,0,0,0.96708259,0,0,1.546060213,0,1.003619168,0,0,0,1.098576504,1.653127323,1.168913826,0,0.90705003,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.064160716,2.091622856,2.735914953
SMC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,0.860421079,1.272293996
SMCHD1,0.996370196,0.961347078,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,0.860421079,0.772077092
SMEK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.171928609,2.552558415,0,0,0,2.507429953,2.091622856,2.39131683
SMG1,1.994551864,1.941625202,2.098758683,0,0.968891745,0,0,0,0,1.540903575,1.455392216,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,0,1.272293996
SMG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,1.395685978,0.772077092
SMN1,0,0,0,0,0,0,0,0,0,0,1.455392216,0,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMOC1,1.58012073,1.533191662,1.791837015,4.39495704,4.188405325,4.238176971,4.743030372,4.759715303,4.131254579,2.529675346,2.421096055,2.251195448,3.944989053,4.295606161,4.00677851,3.497640075,3.104356784,3.523776826,2.476571387,2.669676924,3.283768429,1.889360771,2.426542826,2.735625828,2.443780137,2.321928095,0,0,0,0,0,0,0,0,0,0,4.408026318,0,3.100343189,2.724651641,3.11232151,0,0,0,2.326717095,1.785217586,2.39131683
SMOC2,0,0,0,2.528836668,2.271827737,1.880020556,2.149649735,2.500551849,1.851615862,2.268893588,2.164986415,2.251195448,2.536168495,2.626984775,3.006327599,1.021139762,1.53606782,1.632427638,0,1.653127323,0,0,0.90705003,2.2550935,1.473143559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.927897643,0,0,0,0,0,0,0
SMPD1,0,0,0,0,0.968891745,0.921132385,2.149649735,2.500551849,2.636470024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,1.63401345,1.257310231,0,0,0,0,0,0
SMPDL3A,0,0,0,0,0,0.921132385,2.621946525,2.500551849,3.277509632,0,0,0,0,0,0,1.61308057,0.963485218,1.03574445,0,0,0,0,1.858228386,2.5152748,2.443780137,2,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,2.171928609,2.16228771,0,0,0,0,0,0
SMPDL3B,3.693731392,3.628251645,1.791837015,0.966587184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0,1,3.789613418,3.163224167,3.913226003,3.540486385,0,0,0,0,0,0,0,0,0,0,0,4.314267921,4.131165656,4.419692666,1.225814757,0,0
SMS,3.800606572,3.833879792,3.642923751,4.106148,4.262237099,4.368714044,4.041541069,3.904682107,4.131254579,3.639070203,3.722048161,3.378779227,3.944989053,3.631120459,3.707114185,3.846371158,3.632289151,3.873048029,3.633934435,4.094962341,3.085856525,1.889360771,3.728236298,4.008505655,3.747798963,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,3.95081432,4.038042552,4.144532362,0,0,0,3.912476219,3.634355587,3.703915039
SMU1,1.58012073,0.961347078,2.754024153,0,0,1.880020556,0.894759661,2.240990417,2.992305255,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,1.625618656,0,0,0,1.87882341,2.091622856,1.937685898
SMYD5,0,0,0,0,0,0.921132385,1.839113208,2.500551849,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAP23,1.994551864,1.941625202,0.864613417,0,0,0,0,0,0,0,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.611795418,3.77960348,3.913226003,4.017375043,3.385355532,0,0,0,0,0,0,0,0,0,0,3.047356427,3.678301451,3.112842797,0,0,0
SND1,4.636878881,4.448689336,5.044971775,4.792748321,4.746747198,4.488413743,4.597000907,5.070952959,5.01384195,3.639070203,3.90096226,3.091114753,4.032231982,3.854102726,4.094267871,3.036793753,3.392338026,3.385643851,1.098576504,2.403347751,1.168913826,0,2.644143159,2.2550935,2.85138244,1.584962501,0,1.373875901,0,0,0,0,0,0,0,0,0,0,4.609839497,4.860467816,4.702044386,3.482040271,1.124462919,2.608944111,4.959987443,4.760124084,5.006296854
SNF8,0,0.961347078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.529815193,2.383995806,1.333072201,0,0,0,0,0,0,0,0,0,0,0,2.422279928,2.516220617,2.608944111,0,0,0
SNRNP200,6.142580988,6.244564448,6.550842821,6.701201443,6.445598894,6.315364965,5.400756696,5.454931598,4.712636366,4.743183871,4.894727183,4.307709643,2.536168495,3.044091598,3.466005187,0,0,0,2.972434909,3.260114038,2.583445471,3.387705307,0.90705003,1.529484238,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,4.869805606,4.415236267,4.450052926,3.957349526,3.922430423,3.112842797,6.260146828,6.135930706,6.207421402
SNRNP200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257310231,0,0,0,0,0,0
SNRNP40,3.578300868,3.251589451,3.439652425,2.749592966,2.271827737,1.880020556,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,0,0,0,0,2.507429953,2.34421514,3.135041216
SNRNP70,2.578907744,2.259576362,2.098758683,0.966587184,0.968891745,0.921132385,0.894759661,0,1.453839514,2.529675346,2.164986415,1.933791208,1.956160331,2.037874702,2.005425354,0,0.963485218,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,2.829306972,2.598717113,0,0,0,0,0,0,0,0,0,0
SNRPA1,1.994551864,1.533191662,2.098758683,0,0.968891745,0.921132385,0,0,0,2.529675346,1.455392216,1.933791208,1.546060213,0,1.589786044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69678497,0,3.474430172,2.600000002,0,0,1.625618656,1.294777441,0,0,1.225814757,1.785217586,1.272293996
SNRPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.724651641,2.991405198,0,0,0,0,0,0
SNRPB2,1.994551864,1.941625202,2.098758683,1.949586033,1.953082406,1.880020556,1.442864021,0,1.851615862,1.950337883,1.853383544,1.933791208,1.546060213,1.618677671,2.005425354,1.021139762,1.53606782,1.03574445,0,0,1.168913826,1.234105921,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.748636129,1.827934899,0,0,1.272293996
SNRPD1,3.163465689,2.931662233,3.439652425,3.63813725,3.527408274,3.848399125,3.261982234,3.491832663,3.719788928,3.745612183,3.279702347,3.242104959,3.531197087,3.367259864,3.328436075,2.843407086,2.744180469,3.061983348,1.714955817,2.403347751,2.856411626,2.680193992,1.858228386,1.937434512,2.186666421,2.321928095,0,0,0,0,2.867824406,4.335216011,3.687544579,4.557799622,5.083269848,7.374151074,5.373641915,5.825061276,3.667746299,3.338604144,3.599790422,1.294777441,1.124462919,1.185956953,3.064160716,3.317774311,3.013867194
SNRPD2,2.578907744,2.740444656,2.56684197,2.749592966,3.114149002,3.756000002,2.810463839,2.911236342,3.141943704,2.529675346,2.638521785,2.511206051,2.275117866,2.850560031,2.590989414,1.61308057,1.53606782,1.632427638,0,0,0,1.889360771,0.90705003,1.529484238,1.873574051,2,0,0,0,0,0,2.069533795,2.795384697,3.241403097,3.581002772,3.724066632,4.716298833,3.475828426,3.100343189,2.5628543,2.859419746,0,1.124462919,0,2.507429953,2.34421514,2.39131683
SNRPD3,2.316116017,2.519953374,2.351701379,2.268089723,2.753608502,2.859016798,2.621946525,2.500551849,2.636470024,2.529675346,2.421096055,2.511206051,2.275117866,2.626984775,2.005425354,1.61308057,1.53606782,1.632427638,1.098576504,1.653127323,0,1.889360771,0.90705003,1.529484238,1.473143559,2.321928095,0,0,0,0,2.053047961,0,2.795384697,2.7307681,3.581002772,3.724066632,4.408026318,2.600000002,2.359658284,2.5628543,2.552558415,0,1.124462919,0,2.120082319,2.091622856,2.182257962
SNRPE,1.994551864,1.941625202,2.351701379,2.749592966,2.753608502,3.176707196,2.810463839,2.500551849,3.401423861,2.268893588,2.164986415,1.933791208,2.536168495,2.037874702,2.005425354,2.031594606,1.944875303,2.053289965,1.714955817,2.076463354,2.246490367,1.889360771,0.90705003,1.937434512,1.873574051,2,0,0,0,0,2.053047961,0,3.309356743,3.241403097,4.125209993,5.234346454,4.408026318,4.971644604,2.151774346,2.380592238,1.9187651,0,0,0,1.225814757,2.091622856,0.772077092
SNRPF,0.996370196,1.533191662,1.401468483,1.949586033,2.271827737,2.193583806,1.839113208,1.924256156,2.825330619,1.950337883,1.853383544,1.933791208,1.956160331,2.037874702,2.005425354,1.021139762,0.963485218,1.03574445,0,1.05142317,0,1.889360771,0,0.958592587,0.916958742,1.584962501,0,0,0,0,0,2.069533795,0,1.933211842,2.69678497,0,4.015464754,2.600000002,1.616472452,1.927897643,1.625618656,0,0,0,1.225814757,1.785217586,1.272293996
SNRPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,0,0,0,0,0,0,0
SNRPGP15,0.996370196,0.961347078,1.401468483,1.540237874,1.543333959,1.47881758,1.442864021,1.51783371,1.851615862,1.540903575,1.455392216,1.526262086,1.546060213,1.618677671,1.589786044,1.021139762,0.963485218,1.03574445,0,0,1.168913826,1.234105921,0,0,0.916958742,0,0,0,0,0,0,2.069533795,0,1.933211842,3.581002772,3.724066632,3.474430172,2.600000002,0,0,0,0,0,0,0,0,0
SNRPN,1.994551864,1.533191662,2.098758683,2.528836668,2.271827737,3.176707196,2.810463839,2.911236342,2.992305255,1.540903575,1.455392216,1.526262086,1.546060213,1.618677671,1.589786044,1.021139762,0.963485218,1.03574445,0,1.05142317,1.168913826,1.234105921,0.90705003,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,2.69678497,0,2.598717113,2.600000002,0,0,0,0,0,0,2.120082319,2.559102357,1.937685898
SNTB1,3.163465689,2.740444656,2.754024153,0,0,0,0,0,0,1.540903575,0,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.115858731,5.405418357,5.335742029,5.339993805,3.76545739,0,1.989531496,1.933211842,0,0,0,0,0,0,0,4.204821313,3.922430423,3.909443662,0,0,0
SNTB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.182886454,1.185956953,0,0,0
SNU13,1.58012073,1.533191662,2.098758683,0.966587184,0.968891745,1.47881758,0,0,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0,0,0,0,0,0,0,0,0,0
SNX1,0,0,1.401468483,0,0,0,1.839113208,1.51783371,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0,0
SNX33,2.578907744,2.519953374,0,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.090524219,3.937808665,4.46591069,3.875236924,2.053047961,0,2.795384697,0,0,0,0,0,0,0,0,4.41599389,4.396670707,4.582108328,0,0,0
SNX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX8,0.996370196,0.961347078,2.098758683,0.966587184,0.968891745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257310231,0,0,0,1.588954437,1.395685978,1.643015738
SNX9,0.996370196,0.961347078,0,0.966587184,0,0,0,0,0,1.950337883,1.455392216,1.526262086,0,1.025359956,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.529815193,2.728226634,2.474606879,0,0,0,0,0,0,0,0,0,0,0,0,2.516220617,2.270656823,1.225814757,1.395685978,1.272293996
SOD1,0,0,0,0,0,2.193583806,3.882525857,3.079707418,3.980443085,0,0.903929473,2.511206051,0,0,0,3.94610422,4.100158116,4.154027448,0,0,0,0,4.340174758,4.563274934,4.360285502,4.807354922,2.538745146,2.88100595,3.005940259,3.540486385,2.053047961,2.069533795,2.795384697,3.241403097,3.581002772,0,0,0,0,0,0,0,0,0,0,0,0
SOD2,0,0,0,1.949586033,1.953082406,2.669391044,2.810463839,2.911236342,2.825330619,1.540903575,2.9944429,2.731434726,4.032231982,3.95387427,3.814069025,4.625211972,4.683718341,4.591186809,0,0,1.806054709,1.889360771,5.426598434,5.047714827,4.921641873,5.392317423,0,0,0,0,0,0,0,2.7307681,0,0,2.598717113,0,2.84774274,3.002253863,2.552558415,0,0,0,0,0,0
SOD3,1.58012073,0.961347078,0,3.261216432,3.402362581,2.669391044,3.385748712,3.230546315,2.636470024,0,0,0,0,0,0,1.021139762,0,1.03574445,1.714955817,1.05142317,2.246490367,2.9563868,0,0,0,0,0,0,0,0,0,0,1.989531496,0,0,0,0,0,1.616472452,1.927897643,1.9187651,0,0,0,0,0,0
SODC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,1.264537373,1.625618656,0,0,0,0,0,0
